Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Type d'événement;Date de début;Date de fin;Mesures de gestion
2024;Occitanie;011;FRJ1111202M011004;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111202M011005;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111202M011008;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111202M011010;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111202M011015;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111202M011020;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111202M011025;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111202M011030;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111233D011045;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;011;FRJ1111262M011150;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111262M011155;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111262M011160;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111262M011165;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111266M011050;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111266M011055;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111266M011060;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111285M011075;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;011;FRJ1111297D011144;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;011;FRJ1111303D011098;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;011;FRJ1111311D011032;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;011;FRJ1111367D011097;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;011;FRJ1111367D011100;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;011;FRJ1111379M011070;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;030;FRJ1230007D030420;Interdiction sanitaire;01/07/2024;04/07/2024;Interdiction préventive de la baignade du 1er juillet à 12h au 4 juillet 2024 à 12h, au vu des résultats d'analyses d'autosurveillance de la qualité de l'eau (prolongation par arrêtés municipaux des 02 et 03/07/2024).
2024;Occitanie;030;FRJ1230007D030420;Interdiction sanitaire;06/07/2024;09/07/2024;Fermeture préventive de la baignade aménagée du 6 juillet à 12h au 9 juillet à 12h en raison d'orages pouvant impacter la qualité de l'eau (prolongation par arrêté municipal du 08/07/2024).
2024;Occitanie;030;FRJ1230007D030420;Interdiction sanitaire;12/07/2024;13/07/2024;Fermeture préventive de la baignade aménagée du 12 juillet à 12h au 13 juillet à 12h en raison d'orages pouvant impacter la qualité de l'eau, et sur la base des résultats d'analyses d'autosurveillance de la qualité de l'eau.
2024;Occitanie;030;FRJ1230007D030420;Interdiction sanitaire;21/07/2024;23/07/2024;Fermeture préventive de la baignade aménagée du 21 juillet à 12h au 23 juillet à 12h, en raison d'orages pouvant impacter la qualité de l'eau, et sur la base des résultats d'analyses d'autosurveillance de la qualité de l'eau.
2024;Occitanie;030;FRJ1230007D030420;Interdiction sanitaire;03/08/2024;06/08/2024;Fermeture préventive de la baignade aménagée du samedi 3/08 à 12h au mardi 6/08 à 12h, suite à l'épisode orageux de la nuit du 2 au 3/08  pouvant impacter la qualité de l'eau, et sur la base des résultats  d'autosurveillance de la qualité de l'eau
2024;Occitanie;030;FRJ1230007D030420;Interdiction sanitaire;07/08/2024;13/08/2024;Fermeture préventive de la baignade du mercredi 7/08 à 12h au vendredi 9/08 à 12h, suite à l'épisode orageux du 7/08 au matin pouvant impacter la qualité de l'eau, et sur la base des résultats  d'autosurveillance de la qualité de l'eau. Prolongation de la fermeture préventive de la baignade jusqu'au mardi 13/08 à 12h, suite à l'épisode orageux du 7/08 au matin pouvant impacter la qualité de l'eau, et sur la base des résultats  d'autosurveillance de la qualité de l'eau.
2024;Occitanie;030;FRJ1230007D030420;Interdiction sanitaire;14/08/2024;20/08/2024;Fermeture préventive de la baignade aménagée du 14 août à 12h au 15 août à 12h en raison d'orages pouvant impacter la qualité de l'eau, et sur la base des résultats d'analyses d'autosurveillance de la qualité de l'eau. Prolongation de la fermeture préventive de la baignade aménagée jusqu'au mardi 20/08 à 12h au vu des résultats d'analyses d'autosurveillance de la qualité de l'eau.
2024;Occitanie;030;FRJ1230007D030420;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230007D030420;Pollution à court terme;01/07/2024;04/07/2024;Surveillance du système d'assainissement (en partie unitaire), analyses physico-chimiques d'autosurveillance et interdiction préventive de la baignade (de 72h du 01/07 à 12h au 04/07 à 12h) relayée au poste de surveillance de baignade.
2024;Occitanie;030;FRJ1230010D030343;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230010D030344;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230010D030345;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230010D030350;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230022D030600;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230024D030103;Interdiction sanitaire;01/01/2024;31/12/9999;"Interdiction de baignade pour toute la saison estivale compte tenu du classement """"""""""""""""""""""""""""""""insuffisant"""""""""""""""""""""""""""""""" de la qualité des eaux de baignade."
2024;Occitanie;030;FRJ1230024D030103;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230025D030102;Interdiction sanitaire;17/05/2024;31/12/9999;"Interdiction de baignade pour toute la saison estivale 2024 compte tenu du classement """"""""""""""""""""""""""""""""insuffisant"""""""""""""""""""""""""""""""" de la qualité des eaux de baignade."
2024;Occitanie;030;FRJ1230025D030102;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230026D030105;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230026D030107;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230028D030691;Interdiction sanitaire;03/07/2024;08/07/2024;Interdiction préventive de la baignade à compter du 3 juillet 2024, en raison d'un risque de pollution (rejet d'eaux usées lié à un dysfonctionnement d'un poste privé de relevage).
2024;Occitanie;030;FRJ1230028D030691;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230028D030900;Interdiction sanitaire;03/07/2024;08/07/2024;Interdiction préventive de la baignade à compter du 3 juillet 2024, en raison d'un risque de pollution (rejet d'eaux usées lié à un dysfonctionnement d'un poste privé de relevage).
2024;Occitanie;030;FRJ1230028D030900;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230028D030901;Interdiction sanitaire;03/07/2024;08/07/2024;Interdiction préventive de la baignade à compter du 3 juillet 2024, en raison d'un risque de pollution (rejet d'eaux usées lié à un dysfonctionnement d'un poste privé de relevage).
2024;Occitanie;030;FRJ1230028D030901;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230037D030635;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230051D030407;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230068D030355;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230077D030414;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230079D030620;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230079D030623;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230080D030610;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230080D030610;Interdiction non sanitaire;14/07/2024;31/12/2024;Interdiction de baignade jusqu'à nouvel ordre: raison non sanitaire mais lié à l'effondrement du pont routier et du chantier de reconstruction en amont du site de baignade (interdiction de 200 m en amont du site à 1 km à l'aval du pont).
2024;Occitanie;030;FRJ1230084D030700;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230085D030510;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230085D030511;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230094D030330;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230096D030683;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230105D030805;Interdiction sanitaire;26/07/2024;02/08/2024;Interdiction de baignade jusqu'à nouvel ordre pour raison sanitaire, suite au contrôle non-conforme du 24/07/2024 faisant état d'une contamination microbiologique.
2024;Occitanie;030;FRJ1230105D030805;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230131D030678;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230131D030680;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230131D030681;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230133M030004;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;030;FRJ1230133M030005;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;030;FRJ1230133M030010;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;030;FRJ1230133M030011;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;030;FRJ1230133M030016;Interdiction sanitaire;28/06/2024;01/07/2024;Interdiction de baignade suite à un mauvais résultat d'analyse.
2024;Occitanie;030;FRJ1230133M030016;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;030;FRJ1230133M030020;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;030;FRJ1230140D030304;Interdiction sanitaire;06/08/2024;07/08/2024;Interdiction préventive de la baignade jusqu'au mercredi 7 août inclus en raison de rejet d'eaux usées brutes par un poste de relevage en amont sur la Coulègne (commune de Colognac), affluent de la Salindrenque, suite à une coupure d'électricité.
2024;Occitanie;030;FRJ1230140D030304;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230140D030306;Interdiction sanitaire;06/08/2024;07/08/2024;Interdiction préventive de la baignade jusqu'au mercredi 7 août inclus en raison de rejet d'eaux usées brutes par un poste de relevage en amont sur la Coulègne (commune de Colognac), affluent de la Salindrenque, suite à une coupure d'électricité.
2024;Occitanie;030;FRJ1230140D030306;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230144D030207;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230162D030352;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230164D030662;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230164D030665;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230164D030672;Interdiction sanitaire;02/08/2024;07/08/2024;Interdiction de baignade jusqu'à nouvel ordre pour raison sanitaire, suite au contrôle non-conforme du 31/07/2024 faisant état d'une contamination microbiologique.
2024;Occitanie;030;FRJ1230164D030672;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230168D030360;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230168D030361;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230168D030365;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230168D030366;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230175D030674;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230194D030625;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230194D030630;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230194D030631;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230198D030317;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230212D030515;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230212D030516;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230212D030519;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230215D030655;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230218D030657;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230222D030685;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230227D030648;Interdiction sanitaire;29/06/2024;01/07/2024;Interdiction préventive de la baignade du 29 juin au 1er juillet inclus sur toute la commune de Saint-Ambroix en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030648;Interdiction sanitaire;06/07/2024;08/07/2024;Interdiction préventive de la baignade du samedi 6 juillet au lundi 8 juillet inclus sur toute la commune de Saint-Ambroix en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030648;Interdiction sanitaire;12/07/2024;15/07/2024;Interdiction préventive de la baignade du vendredi 12 juillet au lundi 15 juillet inclus sur toute la commune de Saint-Ambroix en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030648;Interdiction sanitaire;22/07/2024;24/07/2024;Interdiction préventive de la baignade du lundi 22 juillet au mercredi 24 juillet 2024 inclus, sur toute la commune de Saint-Ambroix, en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030648;Interdiction sanitaire;02/08/2024;05/08/2024;Interdiction préventive de la baignade du vendredi 2 août au lundi 5 août 2024 inclus, sur toute la commune de Saint-Ambroix, en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030648;Interdiction sanitaire;07/08/2024;09/08/2024;Interdiction préventive de la baignade du mercredi 7 août 2024 au vendredi 9 août inclus, sur toute la commune de Saint-Ambroix, en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030648;Interdiction sanitaire;25/08/2024;26/08/2024;Interdiction préventive de la baignade les dimanche 25 et lundi 26 août 2024 sur toute la commune de Saint-Ambroix, en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030648;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230227D030649;Interdiction sanitaire;29/06/2024;01/07/2024;Interdiction préventive de la baignade du 29 juin au 1er juillet inclus sur toute la commune de Saint-Ambroix en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030649;Interdiction sanitaire;06/07/2024;08/07/2024;Interdiction préventive de la baignade du samedi 6 juillet au lundi 8 juillet inclus sur toute la commune de Saint-Ambroix en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030649;Interdiction sanitaire;12/07/2024;15/07/2024;Interdiction préventive de la baignade du vendredi 12 juillet au lundi 15 juillet inclus sur toute la commune de Saint-Ambroix en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030649;Interdiction sanitaire;22/07/2024;24/07/2024;Interdiction préventive de la baignade du lundi 22 juillet au mercredi 24 juillet 2024 inclus, sur toute la commune de Saint-Ambroix, en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030649;Interdiction sanitaire;02/08/2024;05/08/2024;Interdiction préventive de la baignade du vendredi 2 août au lundi 5 août 2024 inclus, sur toute la commune de Saint-Ambroix, en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030649;Interdiction sanitaire;07/08/2024;09/08/2024;Interdiction préventive de la baignade du mercredi 7 août 2024 au vendredi 9 août inclus, sur toute la commune de Saint-Ambroix, en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030649;Interdiction sanitaire;25/08/2024;26/08/2024;Interdiction préventive de la baignade les dimanche 25 et lundi 26 août 2024 sur toute la commune de Saint-Ambroix, en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030649;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230227D030650;Interdiction sanitaire;29/06/2024;01/07/2024;Interdiction préventive de la baignade du 29 juin au 1er juillet inclus sur toute la commune de Saint-Ambroix en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030650;Interdiction sanitaire;06/07/2024;08/07/2024;Interdiction préventive de la baignade du samedi 6 juillet au lundi 8 juillet inclus sur toute la commune de Saint-Ambroix en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030650;Interdiction sanitaire;12/07/2024;15/07/2024;Interdiction préventive de la baignade du vendredi 12 juillet au lundi 15 juillet inclus sur toute la commune de Saint-Ambroix en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030650;Interdiction sanitaire;22/07/2024;24/07/2024;Interdiction préventive de la baignade du lundi 22 juillet au mercredi 24 juillet 2024 inclus, sur toute la commune de Saint-Ambroix, en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030650;Interdiction sanitaire;02/08/2024;05/08/2024;Interdiction préventive de la baignade du vendredi 2 août au lundi 5 août 2024 inclus, sur toute la commune de Saint-Ambroix, en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030650;Interdiction sanitaire;07/08/2024;09/08/2024;Interdiction préventive de la baignade du mercredi 7 août 2024 au vendredi 9 août inclus, sur toute la commune de Saint-Ambroix, en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030650;Interdiction sanitaire;25/08/2024;26/08/2024;Interdiction préventive de la baignade les dimanche 25 et lundi 26 août 2024 sur toute la commune de Saint-Ambroix, en raison d'orages pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230227D030650;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230230D030675;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230230D030676;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230231D030299;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230231D030310;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230239D030410;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230247D030651;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230256D030687;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230269D030323;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230269D030324;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230269D030359;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230273D030900;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230280D030125;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230293D030661;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230297D030810;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230306D030209;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230310D030319;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230316D030601;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230321D030210;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230327D030656;Saison balnéaire;30/06/2024;31/08/2024;
2024;Occitanie;030;FRJ1230329D030370;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230332D030815;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230339D030112;Interdiction sanitaire;17/07/2024;22/07/2024;Interdiction de baignade jusqu'à nouvel ordre pour raison sanitaire, suite au contrôle non-conforme du 15/07/2024 faisant état d'une contamination microbiologique.
2024;Occitanie;030;FRJ1230339D030112;Interdiction sanitaire;07/08/2024;07/08/2024;Interdiction préventive de baignade le 7 août en raison des orages survenu le matin et pouvant impacter la qualité de l'eau.
2024;Occitanie;030;FRJ1230339D030112;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;030;FRJ1230339D030112;Interdiction non sanitaire;26/08/2024;31/12/2024;Fermeture de la baignade à compter du lundi 26 août 2024, en l'absence de surveillance du site de baignade. Ré-ouverture pour la saison estivale 2025.
2024;Occitanie;030;FRJ1230346D030514;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334003M034060;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334003M034067;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334003M034072;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334003M034077;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334003M034078;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334003M034080;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334003M034081;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334003M034083;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334003M034084;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334003M034085;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334003M034087;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334003M034088;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334003M034090;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334004D034038;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334010D034161;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334010D034180;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334023M034130;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334023M034135;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334039M034138;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334042D034120;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334042D034140;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334051D034210;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334067D034070;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334067D034070;Interdiction non sanitaire;01/01/2024;31/12/2024;Interdiction de baignade pour raison de sécurité: Chutes de pierre et accident mortel en 2018
2024;Occitanie;034;FRJ1334067D034618;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334067D034618;Interdiction non sanitaire;01/01/2024;31/12/2024;Interdiction de baignade pour raison de sécurité: Chutes de pierre et accident mortel en 2018
2024;Occitanie;034;FRJ1334071D034630;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334072D034720;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334072D034730;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334074D034540;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334074D034550;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334079D034690;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334080D034020;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334090D034645;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334108M034155;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334108M034156;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334108M034157;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334108M034159;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334108M034160;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334114D034188;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334115D034616;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334128D034079;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334128D034090;Saison balnéaire;01/07/2024;24/07/2024;
2024;Occitanie;034;FRJ1334128D034100;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334137D034700;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334144D034440;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334150M034095;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334150M034100;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334154M034205;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334154M034207;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334154M034208;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334154M034211;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334154M034212;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334157M034140;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334157M034145;Interdiction sanitaire;19/06/2024;29/06/2024;arrêté interdiction de baignade sur la plage « village de vacances » sur la commune de Mèze
2024;Occitanie;034;FRJ1334157M034145;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334160D034270;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334160D034500;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334189D034660;Saison balnéaire;01/07/2024;31/08/2024;
2024;Occitanie;034;FRJ1334192M034168;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334192M034170;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334192M034175;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334192M034185;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334192M034195;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334192M034200;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334192M034202;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334192M034203;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334192M034204;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334209M034040;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334209M034045;Saison balnéaire;15/06/2024;15/09/2024;
2024;Occitanie;034;FRJ1334232D034520;Saison balnéaire;01/07/2024;31/08/2024;
